Index,Date,agg,ovx,X2330,X2317,X2454,X2412,X6505,X2881,X2603,X2882,X1303,X1301,X2308,X2303,X2002,X2891,X2886,X1326,X2609,X2884,X1216,X3045,X2615,X2892,X2382,X2207,X2885,X3037,X2880,X2883,X2912,X1101,X2395,X2357,X4904,X8046,X3034,X2327,X3008,X2887,X2379,X2408,X2890,X8069,X2618,X2801,X5347,X2409,X2610,X1102,X9910,X1402,X9945,X2301,X3481,X2888,X1605,X1476,X2347,X2345,X2344,X2474,X2105,X2377,X2324,X2834,X2356,X5483,X3702,X9921,X9904,X2027,X2353,X2354,X9941,X3231,X3532,X2371,X8299,X2049,X3533,X1229,X3189,X1722,X2915,X2227,X2542,X9914,X2383,X6239,X2337,X2376,X2360,X3035,X1504,X3443,X3044,X1802,X2812,X2352,X2385,X3036,X3023,X2606,X2492,X6121,X5522
1,2010/1/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2010/1/5,0.037206252,-1.169999,-0.622365816,0.654105886,0.1703188,0.162752485,0.722005916,0.631681215,3.575437828,-0.173947196,3.118972712,1.187859907,-0.702506487,1.170077858,0.140500054,-0.006072534,1.069397985,1.009992663,2.03471537,-0.380231859,-1.419690629,0.15329718,0.56854057,0.753232805,-0.731730285,0.516674645,-1.290910818,-1.218858552,0.745423441,0.802974725,0.388645649,3.492783046,0.270316573,-0.168177555,-0.268494228,6.091454637,-4.745414134,-0.006072534,-1.808956554,2.772541773,-2.679878672,2.990756318,-0.39839024,-4.065208334,2.137315868,-0.006072534,1.292268238,0.119431662,3.07769411,2.164672685,-0.006072534,1.375549955,0.109656167,0.626838859,0.191093088,0.372070175,-2.359038649,-2.75779774,-1.308538068,-0.646991568,2.012832223,-2.152998934,-0.562391796,-2.835983478,-0.46049167,0.598743426,0.25638252,-0.573622954,-1.103065809,-1.226985927,3.15565345,-2.364454499,1.208563475,-0.006072534,-1.923880753,1.132135823,-0.006072534,-0.510203756,-2.570114705,-3.286773511,-1.791803392,0.309676717,-2.849688636,6.572871142,-0.52960816,-0.681861308,-0.006072534,-0.583180581,-1.047828082,-0.923360409,-1.117183645,-1.957922567,-2.939118284,-2.469820986,1.056967161,-2.445123687,-1.421228432,1.917386635,3.103993461,-3.611660573,-1.954090675,-0.749512615,2.56924691,6.949294143,-5.964736472,-1.618958464,2.107728442
3,2010/1/6,1.409295341,0.130002,0.614060455,-0.661903203,1.226311806,0.330569657,2.162570478,3.16250657,-1.60179549,1.677433135,6.054636595,3.238905507,-0.406917292,6.970734316,0.286661578,2.994751119,1.057972664,6.746677087,0.393848995,1.498580577,1.558084153,-0.48367494,-0.006054555,1.250341992,1.455869513,-0.266068927,2.163740384,-0.452396795,1.735201175,0.192839316,0.125000872,2.106298632,-0.832641989,4.701779733,-0.006054555,2.675963963,0.988933736,2.960036815,-0.250844118,1.152306939,-0.335718087,3.056747298,1.179114716,-6.416259614,-0.705524988,1.310734505,2.236920338,5.125159255,-0.861328583,0.702350237,0.506104443,3.33993783,1.151193506,0.622876262,4.324766844,4.89981926,2.001999369,0.229302019,1.313599012,-0.651107859,-1.36060413,-3.816560844,-0.006054555,2.178190853,0.906932505,0.954038762,0.517481504,0.336380738,-0.191142051,1.117497506,-0.580507242,-0.608865623,-0.006054555,-0.006054555,-0.006054555,5.459971917,0.455779727,-0.258863994,-0.382017692,-0.006054555,-4.248483888,1.25697672,-0.128013964,-0.006054555,-0.006054555,-0.822404403,1.994564991,0.187431417,0.41487761,-0.932011646,0.555743197,1.155374511,0.425612987,2.074094566,2.099855154,0.306448959,-2.398380319,6.975038838,2.431474565,0.492723174,-0.006054555,0.181197572,-0.215677956,0.427286183,0.544976241,0.813608642,-0.13534304
4,2010/1/7,-1.089151408,-0.790001,-1.084680526,-0.996091202,-2.440806661,-2.019474993,0.819508827,-1.602996775,0.534250061,-0.999545769,0.787404736,-0.006050647,-1.81696229,-0.006050647,-0.735705164,-0.97675014,-1.058875523,-0.813531169,-0.006050647,1.103941625,-2.444926088,-3.045952259,-1.149723976,-1.494516295,-0.870735241,0.254641562,-1.704867887,-1.575722457,-0.006050647,-0.204549715,0.386601045,-1.937368367,0.271873945,1.234250554,-1.979633221,-1.871712064,1.964320968,-2.475347128,-1.601150418,-1.915833214,-0.887994327,-2.532067605,-1.959376077,0.130901874,-1.767044358,-0.330969417,-2.826611048,-2.029962682,-2.160720241,-1.131408356,-0.175266644,-1.684820502,-1.722064206,-1.04755681,-1.704238215,-3.243047219,0.38765433,-0.712227933,0.573027618,-0.33002333,-1.48384544,-1.206548659,-2.384039856,-1.192964024,2.256791507,-0.481532239,-1.308074232,-2.850068074,-0.746406656,-0.006050647,-0.776846204,-1.625358573,-3.005984686,-1.64548669,-1.961357909,-0.76830759,2.177864436,-0.640745517,0.748637435,2.00392014,-0.006050647,-1.876967297,-4.157370489,0.405489324,-2.111214434,-0.417585132,1.562209588,0.380174007,-2.311863575,1.862992928,-1.402698692,-1.154145407,-2.584701157,-3.208416309,-1.381034534,-0.006050647,0.974257237,-2.299174081,-0.233470272,-2.487562065,0.258803683,-4.491702232,-3.989213354,-3.315238661,1.36397707,-1.63204933,-1.560593761
5,2010/1/8,0.521810939,-2.270001,-0.317513124,0.327306978,-1.966803763,-0.51982165,0.227887037,0.493575472,5.37081213,0.997458014,0.151592966,0.851190205,-0.108363673,-1.092670152,2.493541766,0.483453302,0.792013935,-2.312572523,1.587689427,1.460051839,-0.006006479,-0.006006479,1.439868014,0.498070804,-0.441977955,0.514218057,1.073808679,-0.119959338,-0.249966599,1.196080162,0.38510949,-0.427481507,-0.283160791,1.065931572,0.664770874,3.416007698,-0.006006479,-0.849944641,-0.878826274,0.773567118,0.661387372,-2.445015388,0.392802508,-2.468390956,2.503578348,0.970534254,4.509937764,1.330576479,0.874640331,0.562780661,0.333951431,1.701427259,-0.122274156,-0.006006479,3.832777023,2.967111405,0.778315559,0.231356393,-0.006006479,-0.983683716,-1.399752755,0.237010538,0.137258212,0.23404003,0.878701006,0.949499962,1.049353424,-0.825737136,-0.752343643,-1.117075106,1.15916797,2.873901263,1.746496622,-0.006006479,0.848694376,0.301589832,-0.118496715,-0.389148241,-1.129596911,4.304324282,4.107938391,2.217336606,0.63078888,-1.235435149,0.352399178,-0.419241569,1.731563913,-0.006006479,1.496106867,-0.006006479,-0.572578717,1.155422587,0.729232199,1.197127265,0.342531838,-0.940596397,-0.006006479,3.243163528,0.675408176,1.774866373,2.239620016,1.168071463,0.649489376,1.333258317,0.804276246,3.02431558,3.151811782
6,2010/1/11,0.512255791,-1.34,0.775288446,-1.334854608,1.448512003,0.682517395,0.927360993,-0.627144734,2.289878097,-0.833837734,2.195316997,0.985451293,1.327232269,2.191173628,1.285214857,-0.493105673,-0.006029932,1.382677805,3.131361404,-0.729609023,0.388891852,1.313954171,1.418226879,-1.009128108,1.161746393,-0.523562139,0.20778151,0.108052928,-0.496391152,2.964352443,0.123834139,-1.842405861,-0.561582188,-0.309038503,1.993872226,3.670421514,2.409434312,0.419734528,0.371347853,2.695511295,4.413831856,-0.78729518,0.391194887,6.866317508,-0.355765148,0.962446305,6.167147905,-0.245870083,-0.006029932,-0.712845612,-0.853519729,0.113849267,1.159308128,0.625547991,3.136285495,0.35539002,1.93951582,-0.242830726,0.281536923,-0.663812378,-1.41947606,1.08489551,0.137029805,1.912549702,1.309890219,-0.006029932,3.910238974,-0.714349183,1.12189393,0.668197969,-0.006029932,4.794646708,-0.715297187,-0.422679658,0.276455944,0.30018505,-1.582591817,-0.262620251,-3.036293752,2.945498825,0.297906711,1.857115706,3.15855326,0.823746994,-0.54171848,-1.250879356,-0.385652758,-1.159915495,2.531026202,-0.006029932,-0.860730786,0.977531273,-1.173871092,-1.046191433,0.341297816,0.308439036,6.790075554,2.966216744,-0.570826652,-0.75568935,6.97072134,0.961014498,-0.65725702,0.581181426,-1.882318719,-0.808160006,-2.684406426
7,2010/1/12,-0.179607007,1.610001,-1.401420523,-0.34287889,-0.006044393,0.335759049,-0.584018959,-0.631041144,-0.754170776,-0.006044393,-0.006044393,-0.426828039,-0.815730274,-1.35021639,-0.289225239,-0.741528933,-0.533846038,-1.375731183,-1.146885017,-1.095874941,-0.792780967,0.808232578,-2.534702183,-1.271980827,0.1384187,-0.786283301,0.20731087,-0.461537526,0.239717468,-1.449229446,-1.303000817,-0.581176639,-0.843878923,1.665686448,-0.528831183,2.476249845,-2.836131883,-1.277516475,0.745841366,-0.757337759,-0.535261847,3.93099409,-1.586866851,-0.006044393,-2.111820331,-0.325773307,1.737658107,-1.808668581,-0.879003516,0.705802734,-0.689448396,-2.042011144,-1.157958756,0.412203799,-0.006044393,-1.085382345,-2.67782768,-0.953717882,0.424373422,0.986501599,1.097220097,0.113861461,1.280067995,-1.182698547,0.210100291,-0.596478041,1.501426553,1.420700015,0.551398776,0.328731849,0.185590982,-0.769343791,-0.006044393,2.504476671,-0.428579605,0.604515942,-1.836701559,-0.905608422,0.579890194,0.911731823,6.054583939,-0.006044393,0.607493988,-0.006044393,0.532529232,0.134211773,-1.339377727,0.383185573,-0.624806868,-3.216903004,3.442231469,0.48058589,0.437099611,-1.20719494,-2.42784165,0.620921928,5.448568691,-0.345759573,-0.799333788,0.245473918,5.670437168,1.334850756,0.86739126,-1.319894849,0.540469216,6.732449779,-0.006044393
8,2010/1/13,-1.363614354,1.139999,-1.264025308,-1.695096199,-1.977317099,-0.176326042,-2.098982277,-2.396140375,-4.026310912,-2.00926546,-0.929266578,-1.414464068,-1.740692551,-2.730078268,-2.420822761,-1.487874468,-1.86311408,-1.81159724,-3.85210985,-1.844728904,-0.798410371,-1.298271378,-0.006006479,-1.288174343,-1.014664573,-0.792380987,-2.559270445,-2.065584267,-1.971033747,-1.468625603,-0.13740632,-1.597981484,-2.118892464,-1.351317831,-1.057074905,-2.428175359,-3.598309685,1.71084823,-0.503533562,-1.142435447,-0.963434174,-3.036323165,-2.014228548,-2.236819263,-4.307020944,-1.608408025,-2.863310409,-2.821382765,-1.32747763,-1.137146977,0.509591567,-2.695406829,2.324669639,-1.881006479,-4.127905418,-2.551255348,-3.535455652,-0.723112923,-0.148763168,-0.661636918,0.103379641,-0.006006479,-1.6989123,-0.957980548,0.318244882,-1.19611192,-1.738604176,-0.943855839,0.733433984,0.1051601,-1.155558031,-3.659811178,-0.414092702,-2.046897583,-1.420433636,-3.040716161,0.110548069,-1.432907192,-1.559422871,0.448331945,-0.577407332,-2.445408932,-1.591297303,-1.65203471,5.351145911,-1.824140249,-1.550052061,-0.587587741,-1.25046397,-3.323562651,-0.561562035,2.578938708,-1.329573186,-1.221937902,-0.36072254,-1.25212637,-1.299167122,-2.050342566,-1.378186022,-1.512859985,-2.863187835,-0.573072074,-1.087932007,-0.449604583,-0.006006479,-2.278709223,-0.923610288
9,2010/1/14,1.133770524,-1.889999,0.631160015,2.743150045,4.747195996,-0.347204098,-0.243488536,0.380505679,2.612042242,0.504826016,-0.161121748,1.136779847,1.966961472,0.55408729,1.595551501,-0.758062616,0.264337435,-0.147583558,1.194181796,0.368175519,-0.005983807,0.648747479,1.723861907,-0.005983807,2.614217651,0.12628317,0.43018049,0.928742093,-0.005983807,-0.005983807,0.520307103,0.581833245,0.713513683,3.175803211,-0.005983807,1.767056934,4.72718732,0.416187464,2.49402584,-1.155475937,1.282926841,-0.3184992,0.402406763,0.933580539,1.117890546,0.645972061,-0.005983807,1.505552431,1.77889649,0.136877588,-0.34827225,2.003648904,0.222158907,1.480379339,1.302641126,1.113627864,2.026558849,0.475841525,1.138612974,-0.005983807,0.53771625,0.233540698,0.137486426,3.839448746,3.438593884,0.47579201,0.74965016,2.124204857,3.113345199,-1.450341159,0.381656165,0.392677829,4.50224001,1.244127999,0.998320354,1.558635648,-0.704496947,0.388753765,2.952582004,6.89443138,-2.304821793,1.245207804,0.489712048,1.249298404,1.010916396,-0.290991448,1.75883621,0.773659038,4.195263035,4.405648497,-0.005983807,0.78150037,2.378430671,4.301710163,0.349994968,0.940399178,-0.879271944,0.689529693,-0.005983807,2.034151011,2.699980467,1.51481504,1.744702943,-0.451833688,0.809330802,1.802806289,-0.005983807
10,2010/1/15,0.801202607,-1.060002,0.468546138,2.000735378,1.913746905,-0.005986934,-0.005986934,0.635860219,0.759315742,-0.005986934,-0.317004316,-0.429742749,-0.107718711,0.272028661,-0.4361006,-0.005986934,0.263605542,0.560713279,1.574656922,0.74190152,-0.139013136,1.294680203,1.126964062,0.513804623,0.844928478,-0.40186645,1.081666029,-0.700458334,0.244086429,0.488789468,-0.791486252,0.725365333,0.565438147,3.07776061,0.923710768,-3.141841684,0.955516488,1.674390939,1.701333429,0.382286426,2.327010684,6.263635646,2.035055772,-0.670913962,2.95653454,-0.005986934,-0.59406292,1.606955262,-0.443883435,-0.148644526,0.680941227,1.59514584,1.357203109,0.098454233,4.975546798,-0.005986934,-0.404397599,2.631794882,0.418342062,-0.665944254,0.753433811,0.3524413,1.140545853,2.309199933,-0.110133965,0.233745999,0.743980028,-0.817169596,-0.005986934,0.783191525,0.573553341,-0.204526252,0.97428945,6.578260856,-0.290077843,0.610660338,0.3457264,0.649506342,-1.346951246,0.946400695,2.935147575,-0.931803889,0.980331227,1.646841169,3.182031414,-0.720392616,-0.969255082,-0.005986934,-1.01413923,5.158423402,-0.564646152,0.462395516,0.430707127,-0.448360181,1.057052761,0.306516581,0.434503889,2.930329556,0.6896482,-1.25567299,1.941249416,0.368517321,-0.221470368,2.083687437,1.071685145,-0.005986934,-0.138182847
